t,rms,lo,mid,hi,air,sig
18.064,0.002132,0.000886,0.001249,0.000365,0.000618,0
18.081,0.001494,0.000617,0.000938,0.000254,0.000461,0
18.096,0.001814,0.001035,0.00084,0.00032,0.000481,0
18.127,0.00188,0.000668,0.001256,0.000316,0.000585,0
18.143,0.002182,0.000978,0.001337,0.000345,0.000618,0
18.159,0.002422,0.001336,0.001333,0.000355,0.000619,0
18.191,0.002001,0.001137,0.000855,0.000327,0.000462,0
18.194,0.00174,0.000955,0.000864,0.000281,0.000447,0
18.222,0.001473,0.000791,0.000765,0.000255,0.000406,0
18.238,0.001445,0.000739,0.000859,0.000298,0.00045,0
18.268,0.001494,0.000737,0.000842,0.000287,0.000434,0
18.284,0.00174,0.000762,0.000736,0.000274,0.000394,0
18.299,0.001573,0.000809,0.000834,0.000256,0.000436,0
18.33,0.001643,0.00072,0.000889,0.000288,0.000529,0
18.333,0.001452,0.00053,0.000954,0.000338,0.000604,0
18.361,0.001669,0.000966,0.00091,0.000303,0.000533,0
18.377,0.001461,0.000663,0.00096,0.000327,0.000576,0
18.409,0.001643,0.000764,0.001064,0.000299,0.000573,0
18.423,0.001457,0.000636,0.000971,0.000291,0.000537,0
18.439,0.001627,0.000873,0.001002,0.000307,0.000578,0
18.471,0.001613,0.000631,0.00108,0.000307,0.000582,0
18.474,0.001688,0.000556,0.001269,0.000357,0.000681,0
18.504,0.001932,0.000915,0.001301,0.000349,0.000693,0
18.52,0.001775,0.000626,0.001292,0.000328,0.000659,0
18.551,0.001816,0.000709,0.001188,0.000324,0.000633,0
18.553,0.001833,0.000704,0.001269,0.000336,0.000671,0
18.583,0.002048,0.000814,0.00145,0.000397,0.000803,0
18.598,0.001836,0.000606,0.00133,0.000389,0.000778,0
18.629,0.001904,0.000765,0.001149,0.000364,0.000698,0
18.645,0.001643,0.000704,0.001026,0.000329,0.000623,0
18.661,0.001565,0.000735,0.000929,0.00031,0.000581,0
18.676,0.001531,0.000516,0.000884,0.00032,0.000586,0
18.708,0.001526,0.00061,0.000928,0.000335,0.000649,0
18.723,0.001612,0.000739,0.000969,0.000386,0.000711,0
18.738,0.001663,0.000677,0.000962,0.000458,0.00076,0
18.769,0.00215,0.001058,0.001036,0.000481,0.00083,0
18.784,0.001792,0.000773,0.001043,0.000505,0.000864,0
18.8,0.00194,0.001022,0.001101,0.000516,0.000883,0
18.815,0.001877,0.000644,0.001151,0.000443,0.000818,0
18.85,0.001819,0.000655,0.001159,0.000445,0.000833,0
18.863,0.001732,0.000701,0.001033,0.000378,0.000714,0
18.878,0.0018,0.000934,0.001011,0.000366,0.00069,0
18.908,0.001856,0.00072,0.001104,0.000394,0.000753,0
18.924,0.001629,0.00057,0.001033,0.000393,0.000743,0
18.941,0.00201,0.000951,0.001094,0.000398,0.000795,0
18.954,0.002118,0.001053,0.00105,0.000387,0.000759,0
18.986,0.001736,0.000493,0.001087,0.000456,0.000858,0
19.002,0.001496,0.000551,0.000819,0.000403,0.000692,0
19.019,0.001462,0.000419,0.000959,0.000429,0.000794,0
19.05,0.002089,0.001132,0.001025,0.000438,0.000756,0
19.065,0.001957,0.000775,0.001015,0.000447,0.000751,0
19.082,0.002382,0.000661,0.001165,0.000465,0.000874,0
19.096,0.002492,0.00097,0.001278,0.000506,0.000977,0
19.127,0.001839,0.000679,0.000987,0.000395,0.000746,0
19.142,0.001728,0.000686,0.001058,0.000374,0.000718,0
19.158,0.001827,0.000772,0.000964,0.000375,0.000711,0
19.189,0.001797,0.000945,0.000935,0.000361,0.000691,0
19.204,0.001565,0.000503,0.000975,0.000386,0.00074,0
19.219,0.001537,0.000586,0.000961,0.000373,0.000702,0
19.252,0.001645,0.000751,0.000965,0.000363,0.00069,0
19.255,0.001801,0.00097,0.000793,0.000335,0.000617,0
19.283,0.002754,0.001105,0.000879,0.000353,0.000662,0
19.299,0.001715,0.0006,0.000827,0.000331,0.000619,0
19.33,0.001518,0.000843,0.000757,0.000282,0.000518,0
19.345,0.001347,0.000859,0.000658,0.00026,0.000418,0
19.36,0.001277,0.000569,0.000697,0.000271,0.00046,0
19.377,0.001175,0.000473,0.000617,0.000277,0.00043,0
19.408,0.001268,0.00061,0.000624,0.000285,0.000404,0
19.424,0.002013,0.000755,0.000803,0.000308,0.000527,0
19.439,0.002131,0.000898,0.000857,0.000361,0.000596,0
19.47,0.001395,0.000561,0.000729,0.000332,0.000526,0
19.473,0.00128,0.000595,0.000671,0.00032,0.000495,0
19.502,0.001264,0.000467,0.00072,0.000297,0.000508,0
19.52,0.001204,0.000417,0.00074,0.000305,0.000537,0
19.533,0.00136,0.000678,0.000689,0.000299,0.000501,0
19.564,0.00109,0.000552,0.000568,0.000259,0.000409,0
19.579,0.001598,0.00113,0.000551,0.000254,0.000376,0
19.612,0.001212,0.000731,0.000529,0.000249,0.000365,0
19.615,0.001035,0.00045,0.000507,0.000259,0.000391,0
19.642,0.001401,0.000942,0.000427,0.000247,0.00036,0
19.658,0.001212,0.000857,0.000409,0.000237,0.00034,0
19.688,0.001756,0.001014,0.000532,0.000267,0.000423,0
19.705,0.001221,0.00056,0.000685,0.000272,0.00047,0
19.719,0.001325,0.000644,0.000765,0.000274,0.000471,0
19.751,0.002106,0.000806,0.000663,0.000267,0.000463,0
19.755,0.001898,0.001034,0.000742,0.000276,0.000494,0
19.783,0.000998,0.000422,0.000542,0.000234,0.000347,0
19.801,0.001229,0.000768,0.000502,0.000229,0.00035,0
19.815,0.001037,0.000521,0.000456,0.000215,0.000317,0
19.847,0.001119,0.000534,0.000422,0.000244,0.000327,0
19.862,0.00137,0.000733,0.000471,0.000223,0.000364,0
19.877,0.001213,0.000723,0.000515,0.00025,0.000399,0
19.908,0.001339,0.00074,0.000486,0.000209,0.000313,0
19.924,0.001754,0.000984,0.000524,0.000282,0.000385,0
19.94,0.001041,0.000663,0.000409,0.000356,0.000453,0
19.97,0.00151,0.001098,0.000394,0.000357,0.000449,0
19.973,0.001232,0.000637,0.00044,0.000389,0.000509,0
20.002,0.001641,0.001258,0.000451,0.000345,0.000459,0
20.018,0.001412,0.000979,0.000466,0.000304,0.000416,0
20.049,0.001221,0.000753,0.000444,0.000279,0.000361,0
20.065,0.001204,0.000696,0.000357,0.000284,0.000377,0
20.08,0.001329,0.000843,0.00045,0.000286,0.000367,0
20.095,0.001319,0.001096,0.000348,0.000259,0.00032,0
20.128,0.001605,0.000998,0.000395,0.000224,0.000315,0
20.143,0.001335,0.000614,0.000334,0.000223,0.000291,0
20.16,0.001609,0.00098,0.000454,0.000253,0.000337,0
20.192,0.00135,0.000723,0.000431,0.000301,0.000363,0
20.194,0.00177,0.001137,0.000548,0.000272,0.000378,0
20.224,0.001713,0.001136,0.000528,0.000255,0.000375,0
20.238,0.00152,0.001033,0.000486,0.000264,0.00036,0
20.27,0.001809,0.000822,0.000449,0.000245,0.00032,0
20.287,0.003356,0.002068,0.000623,0.000267,0.000405,0
20.302,0.001821,0.0012,0.000471,0.000254,0.000378,0
20.317,0.001511,0.00104,0.000379,0.000217,0.000296,0
20.348,0.001154,0.000665,0.000423,0.000296,0.000389,0
20.363,0.001614,0.001028,0.000354,0.000245,0.000331,0
20.381,0.001699,0.001027,0.000389,0.00031,0.000405,0
20.394,0.001478,0.000742,0.000381,0.000316,0.000384,0
20.425,0.001582,0.001155,0.00041,0.000322,0.00039,0
20.44,0.001857,0.00116,0.000435,0.000386,0.000481,0
20.455,0.001975,0.001092,0.000528,0.000363,0.000448,0
20.487,0.001177,0.00068,0.000407,0.00032,0.000419,0
20.503,0.001573,0.001022,0.000426,0.00024,0.000326,0
20.519,0.001788,0.001113,0.000377,0.000214,0.000292,0
20.551,0.001857,0.00102,0.000399,0.000227,0.000321,0
20.553,0.001714,0.001351,0.000339,0.000243,0.000296,0
20.582,0.003957,0.001594,0.000377,0.000218,0.000284,0
20.597,0.002919,0.001948,0.000447,0.000216,0.000297,0
20.629,0.001601,0.001304,0.000382,0.00025,0.000325,0
20.645,0.001316,0.000741,0.000375,0.000252,0.000312,0
20.663,0.002375,0.00125,0.000384,0.000237,0.0003,0
20.676,0.001656,0.001121,0.000432,0.00024,0.000314,0
20.707,0.001383,0.000729,0.000346,0.000248,0.000311,0
20.722,0.002242,0.001144,0.000347,0.000261,0.000319,0
20.737,0.001688,0.001249,0.000335,0.000288,0.000352,0
20.768,0.00159,0.00111,0.000372,0.000327,0.000418,0
20.783,0.001397,0.000487,0.000404,0.000367,0.000476,0
20.801,0.001659,0.000887,0.000342,0.000408,0.000516,0
20.815,0.001683,0.001044,0.000426,0.000322,0.000408,0
20.846,0.001771,0.0013,0.00038,0.000283,0.000357,0
20.862,0.001236,0.000666,0.000333,0.000259,0.000317,0
20.877,0.001236,0.0008,0.000303,0.000275,0.000335,0
20.909,0.000973,0.000529,0.000291,0.000318,0.000375,0
20.924,0.001208,0.000636,0.000278,0.000319,0.000371,0
20.94,0.001275,0.000765,0.000364,0.000365,0.000445,0
20.972,0.001081,0.000548,0.00034,0.00037,0.000458,0
20.974,0.001228,0.000653,0.000366,0.000423,0.000517,0
21.003,0.001162,0.000678,0.000359,0.000413,0.000521,0
21.019,0.001197,0.000673,0.000374,0.000334,0.000405,0
21.053,0.001062,0.000662,0.000296,0.000253,0.000309,0
21.056,0.000951,0.000549,0.000313,0.000238,0.000306,0
21.084,0.001262,0.000857,0.000333,0.000227,0.000295,0
21.099,0.000932,0.000558,0.000246,0.000207,0.000254,0
21.13,0.001298,0.000674,0.000369,0.000208,0.000279,0
21.133,0.001015,0.000594,0.000279,0.000215,0.000255,0
21.161,0.001496,0.000662,0.000281,0.000182,0.000226,0
21.178,0.001558,0.000762,0.000267,0.000198,0.000224,0
21.207,0.001539,0.000913,0.000301,0.000194,0.000238,0
21.222,0.000889,0.000492,0.000288,0.000217,0.000252,0
21.24,0.001172,0.000553,0.000352,0.000225,0.00027,0
21.268,0.001319,0.000678,0.000352,0.000204,0.000254,0
21.283,0.001084,0.000544,0.000363,0.000191,0.000254,0
21.299,0.000978,0.000625,0.000294,0.000192,0.000247,0
21.332,0.001203,0.000676,0.000363,0.000201,0.000268,0
21.335,0.001116,0.000477,0.000307,0.000263,0.000311,0
21.363,0.001132,0.000566,0.000343,0.000353,0.000437,0
21.378,0.001042,0.000459,0.00038,0.000432,0.000566,0
21.408,0.001213,0.000577,0.000417,0.000399,0.000512,0
21.426,0.000928,0.000388,0.000373,0.000358,0.000455,0
21.44,0.001162,0.000489,0.000429,0.000415,0.000551,0
21.455,0.001755,0.000709,0.000569,0.000622,0.000936,0
21.487,0.001442,0.000705,0.000375,0.000458,0.00056,0
21.503,0.001498,0.000667,0.000389,0.000372,0.000453,0
21.519,0.001134,0.000509,0.000423,0.000343,0.000431,0
21.55,0.00112,0.000459,0.000454,0.000376,0.000519,0
21.552,0.001559,0.00072,0.000427,0.000406,0.000506,0
21.582,0.001085,0.000384,0.000422,0.000435,0.000536,0
21.597,0.001308,0.000626,0.000403,0.00034,0.000437,0
21.628,0.001278,0.000568,0.000381,0.000354,0.000434,0
21.644,0.00123,0.000647,0.000413,0.000413,0.000519,0
21.661,0.001493,0.000743,0.00044,0.000466,0.000567,0
21.676,0.001296,0.000479,0.000449,0.000487,0.000576,0
21.707,0.001073,0.000287,0.000389,0.000512,0.000632,0
21.724,0.001477,0.000641,0.000445,0.000408,0.000517,0
21.738,0.001299,0.000647,0.000413,0.000374,0.000455,0
21.77,0.001295,0.000623,0.000377,0.000322,0.000414,0
21.773,0.001272,0.000528,0.000352,0.000302,0.000382,0
21.802,0.001314,0.000602,0.000405,0.00025,0.000337,0
21.819,0.001535,0.000776,0.000453,0.000255,0.00034,0
21.849,0.001348,0.000664,0.000347,0.000188,0.000249,0
21.866,0.001069,0.000501,0.000365,0.000184,0.000252,0
21.881,0.001036,0.000564,0.000309,0.000173,0.000226,0
21.896,0.001227,0.000637,0.000295,0.000164,0.000211,0
21.927,0.001449,0.000816,0.000363,0.000185,0.000255,0
21.942,0.00138,0.000636,0.000229,0.000161,0.000193,0
21.959,0.001274,0.000514,0.000328,0.000161,0.000217,0
21.989,0.001268,0.000578,0.000385,0.000202,0.000268,0
22.004,0.001434,0.000563,0.000316,0.000193,0.000245,0
22.021,0.001608,0.000836,0.000383,0.000229,0.000295,0
22.035,0.001196,0.000566,0.000378,0.000265,0.000353,0
22.066,0.001334,0.000587,0.000366,0.000262,0.000335,0
22.081,0.001478,0.000631,0.000423,0.000296,0.000384,0
22.097,0.001297,0.000554,0.000452,0.000274,0.000351,0
22.128,0.001844,0.000694,0.000437,0.000277,0.000343,0
22.144,0.003496,0.00085,0.001972,0.001281,0.001557,0
22.161,0.004621,0.001743,0.001704,0.001401,0.001688,0
22.175,0.003923,0.001526,0.001236,0.001308,0.001824,0
22.209,0.004846,0.002031,0.000912,0.001271,0.001447,0
22.223,0.003241,0.001619,0.00061,0.000809,0.000947,0
22.238,0.003886,0.000941,0.00212,0.001437,0.001738,0
22.269,0.004679,0.001798,0.001604,0.001426,0.001623,0
22.285,0.002693,0.001167,0.00105,0.001108,0.001446,0
22.301,0.005624,0.002673,0.000933,0.001399,0.001482,0
22.317,0.007619,0.003075,0.001196,0.000995,0.001257,0
22.347,0.005376,0.001574,0.001416,0.001049,0.001417,0
22.363,0.007008,0.002642,0.001266,0.001014,0.001296,0
22.378,0.004338,0.00134,0.000675,0.000702,0.000902,0
22.41,0.002478,0.000855,0.000743,0.000905,0.001107,0
22.412,0.002294,0.001027,0.000612,0.000909,0.001037,0
22.44,0.00204,0.000659,0.000612,0.00114,0.001125,0
22.456,0.005441,0.00186,0.000721,0.00134,0.001363,0
22.486,0.003136,0.001402,0.000578,0.000756,0.00076,0
22.502,0.001656,0.000689,0.000528,0.000821,0.000879,0
22.517,0.001824,0.000687,0.000447,0.000702,0.000709,0
22.549,0.001599,0.000568,0.000371,0.000505,0.000494,0
22.565,0.002665,0.000943,0.000403,0.000336,0.000388,0
22.581,0.00196,0.000809,0.000399,0.000343,0.000384,0
22.597,0.002449,0.000851,0.000351,0.000324,0.000338,0
22.627,0.002969,0.001109,0.000506,0.000253,0.000342,0
22.643,0.001735,0.00069,0.000423,0.00026,0.000306,0
22.658,0.001854,0.000795,0.000337,0.000213,0.000254,0
22.692,0.001979,0.000811,0.000308,0.000165,0.000216,0
22.695,0.001367,0.000773,0.000404,0.000175,0.000251,0
22.722,0.000845,0.000439,0.000356,0.000142,0.00021,0
22.737,0.00154,0.000651,0.00032,0.000115,0.000177,0
22.768,0.001508,0.000655,0.000299,0.000124,0.000177,0
22.785,0.001481,0.000696,0.000282,0.00012,0.00017,0
22.799,0.001501,0.000673,0.000278,0.000121,0.000173,0
22.829,0.001314,0.00055,0.000311,0.000138,0.000195,0
22.844,0.001494,0.000658,0.000282,0.00012,0.000174,0
22.86,0.001717,0.000806,0.000326,0.000123,0.000184,0
22.892,0.001499,0.00068,0.000288,0.000107,0.000162,0
22.894,0.001819,0.000771,0.000257,0.000109,0.000157,0
22.924,0.001357,0.000651,0.000303,0.000119,0.000175,0
22.938,0.001766,0.000747,0.000283,0.000147,0.000205,0
22.97,0.001675,0.000636,0.000344,0.000318,0.000353,0
22.984,0.001667,0.000762,0.000435,0.000506,0.000557,0
23.0,0.001882,0.000882,0.000386,0.000424,0.000464,0
23.017,0.001658,0.000623,0.000273,0.000298,0.000318,0
23.048,0.001687,0.000812,0.000324,0.000434,0.000455,0
23.064,0.001871,0.000736,0.000394,0.000435,0.000485,0
23.079,0.001517,0.000643,0.00035,0.000377,0.000432,0
23.109,0.001624,0.000796,0.00039,0.000507,0.000543,0
23.125,0.001742,0.000567,0.000385,0.000458,0.000504,0
23.142,0.001577,0.000699,0.000459,0.000431,0.000511,0
23.159,0.001786,0.000921,0.000527,0.000604,0.000681,0
23.188,0.001578,0.00066,0.000358,0.000367,0.000433,0
23.203,0.001342,0.000584,0.000344,0.000329,0.000432,0
23.219,0.001536,0.00066,0.000377,0.000152,0.000219,0
23.251,0.0018,0.00098,0.000455,0.000124,0.000216,0
23.255,0.001519,0.000888,0.000433,0.000122,0.000213,0
23.282,0.001865,0.001018,0.000492,0.000138,0.000235,0
23.298,0.001739,0.001234,0.000497,0.000141,0.000249,0
23.328,0.00181,0.001167,0.000434,0.00013,0.000223,0
23.345,0.00176,0.001121,0.000415,0.000117,0.000208,0
23.359,0.001618,0.001024,0.000406,0.000141,0.000226,0
23.391,0.002028,0.001295,0.000408,0.000183,0.000262,0
23.394,0.001866,0.000862,0.000369,0.000329,0.000406,0
23.421,0.0016,0.000913,0.000341,0.000458,0.000477,0
23.438,0.002071,0.001275,0.00045,0.000459,0.000485,0
23.468,0.001721,0.000897,0.000488,0.000451,0.000467,0
23.485,0.001638,0.000979,0.000499,0.000341,0.000384,0
23.499,0.001596,0.000905,0.000544,0.0003,0.000367,0
23.531,0.001927,0.000851,0.000487,0.000378,0.000442,0
23.535,0.001653,0.000898,0.000443,0.000304,0.000381,0
23.562,0.002277,0.00098,0.00055,0.000213,0.000317,0
23.58,0.00194,0.000848,0.000511,0.000274,0.00035,0
23.594,0.00158,0.000852,0.000439,0.000334,0.000403,0
23.624,0.001597,0.000761,0.000446,0.000291,0.00034,0
23.64,0.001683,0.000982,0.000525,0.000326,0.000414,0
23.655,0.001445,0.000635,0.00064,0.000242,0.000374,0
23.687,0.001675,0.000828,0.000548,0.000183,0.000327,0
23.702,0.001313,0.0006,0.000545,0.000187,0.000343,0
23.718,0.001576,0.000745,0.000586,0.000182,0.00033,0
23.748,0.001516,0.000545,0.000632,0.000176,0.00034,0
23.765,0.001336,0.000652,0.000576,0.000161,0.000309,0
23.779,0.001338,0.000663,0.000371,0.000123,0.000215,0
23.81,0.001429,0.000754,0.00037,0.000113,0.000194,0
23.813,0.001252,0.000618,0.000412,0.000146,0.000246,0
23.842,0.001427,0.000561,0.000551,0.000153,0.000297,0
23.859,0.00137,0.000546,0.000597,0.000158,0.000311,0
23.889,0.002145,0.000883,0.000987,0.000244,0.000479,0
23.906,0.002423,0.001043,0.001041,0.00025,0.000493,0
23.922,0.002057,0.000868,0.000896,0.000259,0.000479,0
23.938,0.002178,0.000972,0.000908,0.000299,0.000502,0
23.969,0.002161,0.000892,0.000844,0.000362,0.000532,0
23.984,0.001971,0.001043,0.000844,0.000456,0.000618,0
23.999,0.00202,0.000866,0.000959,0.00039,0.000595,0
24.03,0.001904,0.00079,0.000832,0.000322,0.000489,0
24.033,0.0019,0.000869,0.000882,0.000351,0.000542,0
24.062,0.002286,0.001044,0.001144,0.000458,0.000683,0
24.077,0.0024,0.0009,0.001196,0.000546,0.000756,0
24.109,0.002457,0.001056,0.001315,0.000444,0.000682,0
24.124,0.002478,0.001155,0.00118,0.000361,0.000601,0
24.139,0.002286,0.000976,0.001084,0.000428,0.00062,0
24.17,0.002118,0.001062,0.0009,0.000463,0.000608,0
24.172,0.001945,0.000964,0.000671,0.000338,0.000433,0
24.203,0.002041,0.000828,0.001038,0.000465,0.000645,0
24.218,0.002584,0.00112,0.001336,0.000476,0.000724,0
24.248,0.00211,0.000914,0.00103,0.000395,0.000586,0
24.263,0.002212,0.001196,0.001042,0.000394,0.000582,0
24.279,0.002003,0.000962,0.000897,0.000421,0.000571,0
24.31,0.002001,0.000853,0.00095,0.000368,0.000567,0
24.313,0.00217,0.000786,0.001062,0.000365,0.000609,0
24.341,0.002355,0.000854,0.001023,0.000257,0.000484,0
24.356,0.002116,0.000812,0.000986,0.000232,0.000449,0
24.389,0.001794,0.000747,0.000756,0.000187,0.000354,0
24.403,0.00244,0.001005,0.000973,0.000229,0.000464,0
24.418,0.00238,0.000951,0.00099,0.000219,0.000456,0
24.45,0.002168,0.000916,0.000883,0.000212,0.000434,0
24.452,0.002106,0.000856,0.000868,0.0002,0.000411,0
24.482,0.001884,0.000727,0.000882,0.000215,0.000432,0
24.497,0.001828,0.000755,0.000982,0.000216,0.000444,0
24.529,0.001676,0.000658,0.000868,0.00022,0.000425,0
24.543,0.002018,0.000728,0.000812,0.00023,0.000399,0
24.559,0.00184,0.000779,0.00072,0.000215,0.000361,0
24.589,0.001628,0.000635,0.000816,0.000225,0.000383,0
24.604,0.001467,0.00058,0.000806,0.000184,0.00035,0
24.621,0.001778,0.000797,0.000902,0.000206,0.0004,0
24.636,0.001603,0.000584,0.000837,0.000216,0.000392,0
24.669,0.001773,0.000899,0.000899,0.000208,0.000413,0
24.682,0.001552,0.00065,0.000802,0.000187,0.000367,0
24.698,0.001729,0.000796,0.000863,0.000211,0.000395,0
24.729,0.001935,0.000972,0.000885,0.000205,0.000397,0
24.744,0.001838,0.000704,0.000955,0.00022,0.000422,0
24.762,0.001755,0.000627,0.000923,0.000197,0.000396,0
24.775,0.001768,0.000783,0.000847,0.000183,0.000369,0
24.808,0.001628,0.000605,0.000816,0.000172,0.000348,0
24.822,0.001579,0.000579,0.000808,0.000186,0.00036,0
24.837,0.001762,0.000726,0.000867,0.000214,0.000399,0
24.868,0.001706,0.000763,0.000784,0.000234,0.000404,0
24.883,0.001206,0.000519,0.000663,0.000185,0.000327,0
24.899,0.001261,0.000449,0.000718,0.000188,0.00034,0
24.93,0.00125,0.000474,0.000635,0.000184,0.000314,0
24.945,0.000921,0.000354,0.000562,0.000164,0.000279,0
24.96,0.001108,0.000452,0.000578,0.00018,0.000288,0
24.976,0.001322,0.000561,0.000568,0.000154,0.000271,0
25.007,0.001363,0.000673,0.000545,0.000151,0.000271,0
25.023,0.001395,0.000519,0.000611,0.000163,0.000293,0
25.039,0.001493,0.000579,0.000713,0.000177,0.000329,0
25.07,0.001677,0.000781,0.000635,0.000177,0.000309,0
25.085,0.001469,0.000634,0.00055,0.000177,0.000285,0
25.102,0.001499,0.000846,0.000482,0.000173,0.000259,1
25.117,0.001224,0.000535,0.000506,0.000168,0.000267,0
25.148,0.001133,0.000515,0.000428,0.000168,0.000242,0
25.163,0.001073,0.000542,0.000433,0.000202,0.000283,0
25.179,0.001012,0.000446,0.000433,0.000207,0.000285,0
25.21,0.001613,0.000643,0.000666,0.000298,0.000421,1
25.213,0.006097,0.003427,0.001603,0.002601,0.002814,0
25.243,0.008382,0.004299,0.002495,0.00312,0.003048,0
25.258,0.0084,0.005174,0.002586,0.003401,0.00333,0
25.289,0.010749,0.006288,0.002807,0.001426,0.001798,0
25.304,0.011945,0.007381,0.002293,0.001129,0.001558,0
25.32,0.007324,0.00404,0.001573,0.001065,0.001307,0
25.337,0.006993,0.003922,0.002016,0.002646,0.002788,0
25.367,0.009315,0.005454,0.001727,0.003211,0.00322,0
25.383,0.007763,0.004219,0.002062,0.0043,0.004386,0
25.398,0.006549,0.003174,0.001937,0.003482,0.003652,0
25.43,0.008102,0.005788,0.002499,0.003101,0.003089,0
25.433,0.008223,0.004551,0.002439,0.002433,0.002778,0
25.46,0.006321,0.002771,0.002277,0.0023,0.002537,0
25.475,0.010416,0.00728,0.001942,0.001955,0.002172,0
25.508,0.008833,0.006195,0.001636,0.001972,0.002037,0
25.526,0.009929,0.006632,0.001925,0.0029,0.002885,0
25.54,0.00636,0.003568,0.001875,0.002867,0.002676,0
25.556,0.005367,0.002663,0.001751,0.002566,0.00254,0
25.587,0.007063,0.003687,0.002448,0.002836,0.00312,0
25.603,0.007074,0.004149,0.002273,0.002215,0.002355,0
25.619,0.00692,0.004722,0.002068,0.002504,0.002456,0
25.649,0.006819,0.003552,0.002496,0.00168,0.001914,0
25.665,0.006027,0.003483,0.00189,0.001274,0.001603,0
25.68,0.011589,0.007727,0.002111,0.001403,0.001915,0
25.696,0.007499,0.004654,0.002167,0.001455,0.001796,0
25.728,0.006039,0.003331,0.002476,0.001839,0.002549,0
25.743,0.003794,0.001241,0.002074,0.001724,0.00215,0
25.759,0.005415,0.002856,0.002151,0.002114,0.002232,0
25.79,0.004735,0.001658,0.0024,0.001535,0.002015,0
25.792,0.004959,0.002639,0.002181,0.001466,0.002023,0
25.821,0.005285,0.002878,0.002271,0.001636,0.002116,0
25.836,0.008203,0.005303,0.002266,0.001357,0.001847,0
25.868,0.006066,0.00397,0.002266,0.001341,0.001821,0
25.884,0.006053,0.004062,0.002449,0.001079,0.00163,0
25.902,0.006061,0.0039,0.002293,0.00104,0.001564,0
25.916,0.005385,0.003323,0.002274,0.0015,0.002089,0
25.947,0.006081,0.003895,0.00228,0.001169,0.001744,0
25.963,0.006015,0.003155,0.002088,0.000969,0.001455,0
25.978,0.004526,0.002354,0.002232,0.000952,0.001404,0
26.009,0.004497,0.002615,0.002144,0.000938,0.001338,0
26.026,0.004634,0.002471,0.001799,0.000998,0.001324,0
26.042,0.004621,0.002532,0.002254,0.001046,0.001452,0
26.057,0.003851,0.001812,0.001913,0.000951,0.001229,0
26.088,0.006747,0.004012,0.002137,0.000931,0.001315,0
26.103,0.004434,0.002775,0.001552,0.000809,0.001091,0
26.118,0.006703,0.005186,0.001834,0.000868,0.001227,0
26.149,0.006733,0.004533,0.001945,0.000819,0.001215,0
26.165,0.005187,0.00365,0.00182,0.000787,0.00116,0
26.182,0.003645,0.00216,0.001496,0.000797,0.001058,0
26.195,0.004844,0.002902,0.002104,0.00091,0.00134,0
26.227,0.005803,0.003036,0.002415,0.001186,0.001567,0
26.242,0.007224,0.00431,0.002059,0.001047,0.001441,0
26.258,0.0046,0.002751,0.002064,0.001201,0.001593,0
26.29,0.004558,0.002759,0.00183,0.001097,0.001445,0
26.293,0.004909,0.001717,0.00245,0.001113,0.001518,0
26.323,0.005316,0.0038,0.002013,0.00101,0.001326,0
26.338,0.005251,0.003059,0.002417,0.001021,0.001425,0
26.369,0.004938,0.002178,0.002945,0.001133,0.001653,0
26.384,0.005571,0.002494,0.002996,0.001122,0.001682,0
26.4,0.005595,0.003322,0.002726,0.000991,0.001552,0
26.416,0.00306,0.001505,0.001791,0.000838,0.001207,0
26.447,0.004265,0.003101,0.001812,0.000863,0.001249,0
26.464,0.003945,0.001714,0.002326,0.001023,0.001469,0
26.478,0.003795,0.001855,0.002272,0.001016,0.001408,0
26.509,0.004002,0.001554,0.002483,0.001046,0.001542,0
26.524,0.004852,0.003231,0.002056,0.001001,0.001389,0
26.539,0.005005,0.002747,0.002504,0.000996,0.001461,0
26.571,0.004293,0.002573,0.001895,0.000755,0.001176,0
26.573,0.005086,0.003163,0.001931,0.000948,0.001334,0
26.602,0.005006,0.003048,0.001868,0.000789,0.001238,0
26.617,0.004804,0.002798,0.002061,0.000744,0.001263,0
26.647,0.005567,0.00367,0.00244,0.000767,0.001327,0
26.663,0.005824,0.00382,0.00226,0.000915,0.001404,0
26.679,0.004979,0.002671,0.001997,0.000789,0.001246,0
26.71,0.004268,0.002567,0.001784,0.000799,0.001209,0
26.712,0.003524,0.001261,0.002123,0.000942,0.00138,0
26.741,0.005373,0.0028,0.002021,0.000949,0.001335,0
26.757,0.003656,0.001951,0.001618,0.001061,0.001363,0
26.787,0.00433,0.001842,0.002267,0.000978,0.0014,0
26.803,0.004998,0.002234,0.002421,0.000901,0.001384,0
26.818,0.004482,0.002226,0.001943,0.000862,0.001267,0
26.849,0.004143,0.002194,0.001916,0.000756,0.001171,0
26.864,0.00401,0.001772,0.002173,0.000687,0.001186,0
26.882,0.004273,0.00232,0.002051,0.000768,0.001155,0
26.896,0.004638,0.002592,0.002017,0.00076,0.001139,0
26.927,0.004097,0.002488,0.001777,0.000639,0.001063,0
26.943,0.003395,0.001744,0.001718,0.000779,0.001129,0
26.959,0.004198,0.001935,0.002198,0.000807,0.001306,0
26.99,0.003155,0.001363,0.001425,0.000848,0.001125,0
26.992,0.004465,0.002332,0.001735,0.000805,0.001172,0
27.021,0.003708,0.001624,0.002012,0.000685,0.001096,0
27.037,0.004569,0.002595,0.00216,0.000734,0.001201,0
27.07,0.003998,0.002092,0.001739,0.000731,0.001128,0
