t,type,info,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31
26.586,hid,"16,17,18,20,22,24,26,28,29",4,90,165,239,88,0,196,0,4,0,16,0,0,48,0,0,232,223,24,1,238,255,224,255,17,2,64,11,247,12,0,0
26.616,hid,"17,18,20,22,24,26,28",4,90,165,239,88,0,196,0,4,0,16,0,0,48,0,0,232,227,40,1,249,255,240,255,43,2,82,11,195,12,0,0
26.633,hid,"17,18,20,21,22,24,26,28",4,90,165,239,88,0,196,0,4,0,16,0,0,48,0,0,232,231,73,1,19,0,249,255,69,2,112,11,207,12,0,0
26.649,hid,"17,18,20,22,23,24,26,28",4,90,165,239,88,0,196,0,4,0,16,0,0,48,0,0,232,234,130,1,26,0,7,0,20,2,122,11,185,12,0,0
26.68,hid,"8,9,10,11,16,17,18,20,22,24,26,28,29",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,231,236,53,1,80,0,5,0,65,2,125,11,252,11,0,0
26.68,hid,"17,18,20,22,23,24,26,28,29",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,231,239,66,1,86,0,255,255,35,2,112,11,27,12,0,0
26.711,hid,"16,17,18,20,22,23,24,26,27,28",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,226,242,105,1,136,0,19,0,20,2,3,12,113,12,0,0
26.727,hid,"16,17,18,20,22,24,26,27,28",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,222,244,111,1,134,0,24,0,15,2,177,11,90,12,0,0
26.758,hid,"16,17,18,20,22,24,26,28",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,208,251,151,1,123,0,15,0,45,2,232,11,101,12,0,0
26.774,hid,"16,17,18,20,22,24,25,26,27,28",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,200,254,118,1,83,0,1,0,226,1,5,12,18,12,0,0
26.789,hid,"16,18,20,22,23,24,26,28,29",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,195,254,78,1,60,0,248,255,228,1,55,12,233,11,0,0
26.82,hid,"16,17,18,19,20,24,25,26,28",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,192,255,203,0,44,0,248,255,11,2,125,12,179,11,0,0
26.82,hid,"18,20,22,24,26",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,192,255,195,0,43,0,249,255,13,2,119,12,179,11,0,0
26.851,hid,"16,18,20,22,24,26,28",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,190,255,120,0,32,0,248,255,24,2,132,12,188,11,0,0
26.867,hid,"18,20,22,24,26,28",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,190,255,89,0,25,0,251,255,26,2,119,12,229,11,0,0
26.898,hid,"18,20,22,24,25,26,28",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,190,255,100,0,8,0,244,255,231,1,114,12,239,11,0,0
26.913,hid,"18,20,22,24,25,26,28",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,190,255,75,0,4,0,251,255,13,2,133,12,184,11,0,0
26.929,hid,"16,18,20,22,24,26,28",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,191,255,54,0,20,0,255,255,7,2,124,12,171,11,0,0
26.96,hid,"16,18,20,22,23,24,25,26,28",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,196,255,61,0,28,0,3,0,240,1,123,12,213,11,0,0
26.99,hid,"16,18,20,22,24,26,28,29",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,199,255,29,0,10,0,2,0,216,1,105,12,8,12,0,0
27.006,hid,"18,20,22,24,26,28,29",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,199,255,37,0,12,0,4,0,254,1,124,12,238,11,0,0
27.036,hid,"16,18,20,22,24,25,26,28",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,205,255,35,0,25,0,8,0,27,2,140,12,187,11,0,0
27.052,hid,"16,18,20,22,24,26,28",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,208,255,31,0,22,0,3,0,12,2,118,12,199,11,0,0
27.068,hid,"18,20,22,24,25,26,28",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,208,255,39,0,16,0,1,0,240,1,115,12,190,11,0,0
27.101,hid,"16,18,20,22,24,26,28",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,210,255,13,0,25,0,14,0,235,1,170,12,199,11,0,0
27.132,hid,"18,19,20,22,24,25,26,28",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,210,255,253,255,10,0,10,0,11,2,132,12,205,11,0,0
27.148,hid,"18,20,22,24,26,28",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,210,255,243,255,17,0,9,0,0,2,151,12,200,11,0,0
27.179,hid,"16,18,20,22,24,26,28",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,208,255,216,255,22,0,6,0,24,2,112,12,164,11,0,0
27.195,hid,"18,20,22,24,26,28",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,208,255,198,255,30,0,0,0,33,2,113,12,150,11,0,0
27.21,hid,"18,20,22,24,26,28",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,208,255,199,255,40,0,10,0,28,2,128,12,186,11,0,0
27.225,hid,"18,20,22,24,26,28",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,208,255,207,255,49,0,21,0,9,2,126,12,209,11,0,0
27.258,hid,"16,18,19,20,22,24,25,26,28,29",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,206,255,13,0,40,0,19,0,219,1,100,12,1,12,0,0
27.274,hid,"18,20,22,24,26,28",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,206,255,30,0,28,0,24,0,215,1,144,12,19,12,0,0
27.29,hid,"18,19,20,21,22,24,26,28,29",4,90,165,239,88,0,196,0,236,255,224,255,0,48,0,0,206,255,242,255,252,255,26,0,211,1,183,12,156,11,0,0
27.321,hid,"5,6,7,18,19,20,21,22,24,26,28,29",4,90,165,239,88,254,136,255,236,255,224,255,0,48,0,0,206,255,6,0,28,0,4,0,159,1,89,12,14,12,0,0
27.352,hid,"4,5,6,16,18,20,22,24,25,26,28",4,90,165,239,200,251,116,255,236,255,224,255,0,48,0,0,205,255,1,0,11,0,11,0,9,2,142,12,9,12,0,0
27.367,hid,"4,5,6,18,19,24,25,26,28,29",4,90,165,239,220,246,104,255,236,255,224,255,0,48,0,0,205,255,249,255,11,0,11,0,243,1,137,12,231,11,0,0
27.399,hid,"4,5,6,7,18,19,20,22,24,25,26,28",4,90,165,239,88,220,60,1,236,255,224,255,0,48,0,0,205,255,42,0,46,0,19,0,26,2,142,12,225,11,0,0
27.414,hid,"4,5,6,7,18,20,22,26,28",4,90,165,239,236,194,28,5,236,255,224,255,0,48,0,0,205,255,59,0,39,0,18,0,26,2,145,12,237,11,0,0
27.429,hid,"4,5,6,7,18,20,22,24,25,26,28",4,90,165,239,200,171,156,8,236,255,224,255,0,48,0,0,205,255,61,0,18,0,3,0,215,1,138,12,224,11,0,0
27.46,hid,"4,5,6,7,16,18,20,22,23,24,26,28,29",4,90,165,239,52,132,240,11,236,255,224,255,0,48,0,0,197,255,55,0,9,0,241,255,188,1,98,12,6,12,0,0
27.461,hid,"4,5,6",4,90,165,239,76,131,252,11,236,255,224,255,0,48,0,0,197,255,55,0,9,0,241,255,188,1,98,12,6,12,0,0
27.492,hid,"4,5,6,7,16,18,20,22,23,24,26,28",4,90,165,239,112,197,12,2,236,255,224,255,0,48,0,0,189,255,135,0,33,0,8,0,217,1,100,12,81,12,0,0
27.508,hid,"4,5,6,7,16,18,20,22,23,24,25,26,28,29",4,90,165,239,232,243,248,250,236,255,224,255,0,48,0,0,185,255,203,0,73,0,237,255,90,2,91,12,116,11,0,0
27.539,hid,"4,5,6,7,16,18,20,22,24,26,27,28",4,90,165,239,120,253,244,246,236,255,224,255,0,48,0,0,179,255,91,0,69,0,250,255,154,2,212,11,247,11,0,0
27.554,hid,"4,5,6,7,18,20,22,24,25,26,27,28",4,90,165,239,84,252,188,253,236,255,224,255,0,48,0,0,179,255,99,0,45,0,247,255,133,1,123,12,180,11,0,0
27.57,hid,"4,5,6,7,16,18,20,22,23,24,26,28",4,90,165,239,132,251,140,248,236,255,224,255,0,48,0,0,172,255,46,0,32,0,13,0,254,1,157,12,185,11,0,0
27.6,hid,"4,5,6,7,16,18,20,22,24,26,28",4,90,165,239,112,255,44,252,236,255,224,255,0,48,0,0,164,255,71,0,23,0,34,0,181,1,104,12,138,11,0,0
27.631,hid,"4,5,6,7,16,18,20,22,24,25,26,28",4,90,165,239,140,3,36,0,236,255,224,255,0,48,0,0,161,255,14,0,33,0,8,0,10,2,181,12,216,11,0,0
27.647,hid,"4,5,6,7,16,18,20,24,25,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,160,255,24,0,17,0,8,0,235,1,167,12,206,11,0,0
27.679,hid,"18,20,21,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,160,255,13,0,254,255,8,0,203,1,177,12,120,11,0,0
27.694,hid,"18,19,20,22,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,160,255,234,255,247,255,1,0,237,1,193,12,152,11,0,0
27.71,hid,"18,20,22,23,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,160,255,238,255,249,255,254,255,230,1,163,12,209,11,0,0
27.726,hid,"18,20,22,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,160,255,250,255,252,255,255,255,223,1,151,12,205,11,0,0
27.757,hid,"18,19,20,21,22,23,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,160,255,19,0,12,0,1,0,224,1,165,12,206,11,0,0
27.773,hid,"18,20,22,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,160,255,50,0,24,0,0,0,214,1,154,12,208,11,0,0
27.789,hid,"18,20,22,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,160,255,40,0,20,0,1,0,203,1,168,12,145,11,0,0
27.82,hid,"18,20,22,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,160,255,33,0,28,0,5,0,234,1,195,12,172,11,0,0
27.821,hid,"18,20,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,160,255,34,0,27,0,5,0,236,1,194,12,175,11,0,0
27.851,hid,"18,20,22,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,160,255,26,0,17,0,16,0,230,1,179,12,152,11,0,0
27.867,hid,"18,20,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,160,255,42,0,28,0,16,0,251,1,172,12,174,11,0,0
27.898,hid,"18,20,22,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,160,255,38,0,22,0,9,0,205,1,171,12,158,11,0,0
27.913,hid,"18,22,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,160,255,42,0,22,0,3,0,212,1,183,12,172,11,0,0
27.928,hid,"18,20,22,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,160,255,37,0,14,0,1,0,223,1,200,12,159,11,0,0
27.959,hid,"18,20,22,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,160,255,28,0,15,0,3,0,221,1,196,12,141,11,0,0
27.974,hid,"18,20,22,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,160,255,23,0,18,0,1,0,222,1,181,12,147,11,0,0
27.99,hid,"17,18,20,22,23,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,160,252,25,0,13,0,252,255,222,1,176,12,161,11,0,0
28.005,hid,"18,20,22,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,160,252,27,0,18,0,255,255,217,1,205,12,151,11,0,0
28.036,hid,"18,20,22,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,160,252,21,0,17,0,249,255,202,1,192,12,126,11,0,0
28.051,hid,"18,20,22,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,160,252,20,0,25,0,255,255,220,1,228,12,137,11,0,0
28.068,hid,"16,18,20,22,23,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,161,252,11,0,28,0,0,0,207,1,215,12,126,11,0,0
28.099,hid,"18,20,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,161,252,12,0,35,0,0,0,201,1,202,12,147,11,0,0
28.114,hid,"17,18,20,22,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,161,251,5,0,23,0,1,0,203,1,192,12,140,11,0,0
28.13,hid,"18,20,22,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,161,251,6,0,28,0,5,0,217,1,217,12,137,11,0,0
28.146,hid,"17,18,20,22,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,161,249,20,0,39,0,3,0,210,1,195,12,141,11,0,0
28.177,hid,"17,18,20,22,24,26,28",4,90,165,239,100,255,224,254,236,255,224,255,0,48,0,0,161,245,79,0,75,0,11,0,198,1,200,12,192,11,0,0
