t,phase,rms,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31
3.937,A,0.001955,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,254,255,1,0,8,0,21,16,0,0
3.953,A,0.001921,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,254,255,234,15,0,0
3.983,A,0.001625,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,1,0,253,255,0,0,240,15,0,0
3.983,A,0.001506,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,1,0,253,255,0,0,240,15,0,0
4.015,A,0.001368,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,0,0,253,255,15,0,13,16,0,0
4.03,A,0.001293,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,249,255,16,0,233,15,0,0
4.062,A,0.001564,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,4,0,0,0,243,15,0,0
4.078,A,0.001419,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,0,0,0,0,249,255,11,16,0,0
4.093,A,0.001527,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,255,255,249,255,253,255,242,15,0,0
4.109,A,0.001569,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,7,0,1,0,4,16,0,0
4.141,A,0.001525,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,255,255,254,255,253,255,12,0,254,15,0,0
4.156,A,0.001856,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,249,255,10,0,8,16,0,0
4.171,A,0.001799,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,255,255,4,0,0,0,251,15,0,0
4.202,A,0.001542,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,7,0,244,15,0,0
4.218,A,0.001919,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,254,255,255,255,5,0,254,15,0,0
4.233,A,0.002012,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,254,255,8,0,4,0,251,15,0,0
4.249,A,0.00163,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,0,0,253,255,254,255,6,0,6,16,0,0
4.281,A,0.001706,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,255,255,247,255,10,0,2,16,0,0
4.296,A,0.001716,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,255,255,2,0,7,0,254,15,0,0
4.312,A,0.001564,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,255,255,8,0,6,0,248,15,0,0
4.344,A,0.001757,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,254,255,17,0,11,0,5,16,0,0
4.344,A,0.002206,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,254,255,17,0,11,0,5,16,0,0
4.375,A,0.001873,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,255,255,4,0,3,0,4,16,0,0
4.392,A,0.001696,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,247,255,4,0,6,16,0,0
4.422,A,0.001478,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,253,255,252,255,7,0,254,15,0,0
4.438,A,0.001489,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,251,255,11,0,1,16,0,0
4.453,A,0.001472,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,1,0,255,255,255,15,0,0
4.469,A,0.001579,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,254,255,3,0,13,0,2,16,0,0
4.499,A,0.001647,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,255,255,9,0,9,0,253,15,0,0
4.514,A,0.001805,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,0,254,15,0,0
4.53,A,0.001696,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,254,255,253,255,11,0,1,16,0,0
4.56,A,0.001573,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,255,255,255,255,3,0,0,16,0,0
4.575,A,0.001527,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,254,255,2,0,1,0,2,16,0,0
4.59,A,0.001894,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,253,255,3,0,3,0,6,16,0,0
4.621,A,0.001405,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,255,255,3,0,12,0,252,15,0,0
4.636,A,0.001362,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,253,255,255,255,0,0,3,16,0,0
4.652,A,0.001492,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,2,0,255,255,255,255,1,0,3,16,0,0
4.683,A,0.001399,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,255,255,7,0,5,0,0,16,0,0
4.683,A,0.001509,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,255,255,7,0,5,0,0,16,0,0
4.715,A,0.001522,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,0,0,248,255,16,0,252,15,0,0
4.73,A,0.001677,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,254,255,7,0,18,0,254,15,0,0
4.762,A,0.001633,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,255,255,6,0,2,0,10,16,0,0
4.778,A,0.001591,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,254,255,253,255,252,255,253,15,0,0
4.793,A,0.001662,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,253,255,0,16,0,0
4.809,A,0.001472,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,255,255,2,0,1,0,250,15,0,0
4.841,A,0.001722,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,5,0,8,0,253,15,0,0
4.856,A,0.001594,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,254,255,255,255,11,0,18,0,250,15,0,0
4.872,A,0.001647,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,11,0,253,15,0,0
4.903,A,0.001651,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,255,255,10,0,3,0,1,16,0,0
4.919,A,0.001591,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,255,255,250,255,2,0,255,15,0,0
4.934,A,0.001695,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,245,255,249,255,249,15,0,0
4.949,A,0.002158,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,254,255,244,255,246,255,250,15,0,0
4.98,A,0.001782,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,254,255,251,255,3,0,251,15,0,0
4.996,A,0.001628,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,253,255,12,0,1,16,0,0
5.012,A,0.001717,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,253,255,254,255,16,0,3,16,0,0
5.044,A,0.001656,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,254,255,5,0,18,0,253,15,0,0
5.044,A,0.001602,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,254,255,7,0,19,0,247,15,0,0
5.075,A,0.001843,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,255,2,0,252,255,244,255,2,0,248,15,0,0
5.091,A,0.001892,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,255,1,0,1,0,242,255,2,0,254,15,0,0
5.122,A,0.001516,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,255,255,245,255,254,255,19,16,0,0
5.138,A,0.001481,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,254,255,1,0,14,0,10,16,0,0
5.153,A,0.001554,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,254,255,0,0,32,0,249,15,0,0
5.17,A,0.001408,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,13,0,15,0,7,16,0,0
5.2,A,0.001575,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,253,255,255,255,252,255,254,15,0,0
5.216,A,0.001563,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,255,255,248,255,246,255,7,16,0,0
5.231,A,0.001671,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,1,0,236,255,236,255,2,16,0,0
5.261,A,0.001911,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,7,0,253,255,9,0,0,16,0,0
5.277,A,0.001659,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,5,0,2,0,28,0,255,15,0,0
5.294,A,0.001891,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,3,0,4,0,18,0,7,16,0,0
5.31,A,0.001959,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,0,20,0,233,255,223,255,24,16,0,0
5.341,A,0.002812,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,3,0,58,1,110,255,76,255,35,16,0,0
5.356,A,0.002902,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,87,0,87,1,134,0,70,0,126,16,0,0
5.372,A,0.001938,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,185,0,32,1,207,0,117,0,164,16,0,0
5.403,A,0.001502,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,128,0,186,0,67,255,61,255,130,16,0,0
5.403,A,0.001394,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,113,0,183,0,47,255,19,255,152,16,0,0
5.434,A,0.001556,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,2,215,255,143,0,26,255,177,254,37,17,0,0
5.449,A,0.001737,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,3,214,255,76,0,168,254,25,255,124,17,0,0
5.48,A,0.001646,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,5,136,0,125,255,70,0,50,0,73,18,0,0
5.497,A,0.001668,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,6,181,0,49,255,12,0,96,0,197,17,0,0
5.512,A,0.001836,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,7,195,0,2,255,81,255,252,0,240,16,0,0
5.543,A,0.002272,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,7,193,0,202,254,121,255,30,3,163,15,0,0
5.543,A,0.002262,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,7,193,0,202,254,121,255,30,3,163,15,0,0
5.574,A,0.002116,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,7,153,0,205,254,0,255,255,3,254,14,0,0
5.589,A,0.001854,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,6,128,0,24,255,2,255,64,4,226,14,0,0
5.62,A,0.001588,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,5,217,255,83,255,74,255,192,5,55,14,0,0
5.635,A,0.002264,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,5,152,255,85,255,187,254,72,6,34,14,0,0
5.65,A,0.001817,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,137,255,101,255,104,254,133,6,241,13,0,0
5.682,A,0.001488,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,3,194,255,252,255,178,255,141,7,172,14,0,0
5.697,A,0.001352,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,231,255,18,0,29,0,138,7,231,14,0,0
5.713,A,0.001876,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,253,255,4,0,203,255,106,7,22,15,0,0
5.729,A,0.001702,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3,3,0,228,255,120,255,109,7,95,15,0,0
5.76,A,0.001483,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,218,255,89,255,160,255,228,7,10,15,0,0
5.776,A,0.002352,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,144,255,74,255,89,255,41,8,6,14,0,0
5.792,A,0.001835,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,3,70,255,102,255,82,255,150,8,92,13,0,0
5.824,A,0.00212,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,2,222,254,92,255,7,0,227,9,58,13,0,0
5.824,A,0.001745,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,2,222,254,92,255,7,0,227,9,58,13,0,0
5.855,A,0.001877,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1,96,255,104,255,42,0,163,9,241,13,0,0
5.87,A,0.00157,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,206,255,215,255,186,255,72,9,232,13,0,0
5.902,A,0.001777,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,255,143,0,146,0,105,1,237,9,153,13,0,0
5.917,A,0.002093,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,255,154,0,161,0,243,0,140,9,194,13,0,0
5.933,A,0.002242,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,255,88,0,170,0,24,0,88,9,126,13,0,0
5.964,A,0.002216,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,254,249,255,213,0,193,255,206,9,235,12,0,0
5.965,A,0.002044,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,254,249,255,213,0,193,255,206,9,235,12,0,0
5.995,A,0.002222,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,252,211,0,49,1,147,0,210,9,166,13,0,0
6.01,A,0.002523,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,252,208,0,40,1,249,255,132,8,132,14,0,0
6.04,A,0.001785,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,252,86,0,192,0,118,255,243,7,191,14,0,0
6.057,A,0.001731,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,252,101,0,244,0,132,255,16,8,248,13,0,0
6.073,A,0.001533,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,251,126,0,39,1,54,255,169,7,51,14,0,0
6.088,A,0.002127,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,251,139,0,86,1,61,255,49,7,126,14,0,0
6.119,A,0.001632,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,250,241,0,123,1,44,0,187,6,118,15,0,0
6.134,A,0.001325,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,250,228,0,101,1,167,255,12,6,83,15,0,0
6.15,A,0.001467,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,250,191,0,90,1,122,255,199,5,64,15,0,0
6.18,A,0.001742,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,251,102,0,185,0,229,255,133,4,206,16,0,0
6.197,A,0.0016,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,252,23,0,50,0,25,0,46,4,38,17,0,0
6.212,A,0.001786,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,253,214,255,184,255,159,255,85,4,112,16,0,0
6.244,A,0.001716,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,253,158,255,241,255,43,255,132,4,0,15,0,0
6.244,A,0.001759,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,253,158,255,241,255,43,255,132,4,0,15,0,0
6.275,A,0.001977,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,253,161,255,44,0,136,255,49,4,23,16,0,0
6.29,A,0.002059,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,253,148,255,52,0,124,255,141,3,104,16,0,0
6.322,A,0.001776,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,254,8,255,2,0,173,255,39,3,93,16,0,0
6.337,A,0.001861,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,254,4,255,211,255,31,0,92,3,171,16,0,0
6.354,A,0.001582,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,255,23,255,175,255,64,0,54,3,203,16,0,0
6.369,A,0.001584,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,255,233,254,94,255,232,255,49,3,130,16,0,0
6.401,A,0.001425,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,254,2,0,228,255,190,0,18,5,203,14,0,0
6.416,A,0.001546,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,253,236,255,199,255,233,255,126,3,169,15,0,0
6.432,A,0.001569,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,254,243,255,201,255,222,255,52,2,251,16,0,0
6.463,A,0.001394,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,255,237,255,150,255,240,255,80,2,182,16,0,0
6.463,A,0.001456,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,255,237,255,150,255,240,255,80,2,182,16,0,0
6.495,A,0.001711,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,255,253,255,237,255,240,255,244,2,173,15,0,0
6.51,A,0.001461,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,254,244,255,229,255,0,0,153,3,84,15,0,0
6.542,A,0.001381,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,252,248,255,187,255,54,0,55,4,32,14,0,0
6.558,A,0.001585,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,251,252,255,234,255,184,255,30,3,167,14,0,0
6.574,A,0.002103,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,251,253,255,36,0,131,255,24,2,49,15,0,0
6.589,A,0.001935,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,251,252,255,57,0,243,255,22,1,154,16,0,0
6.622,A,0.001433,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,253,22,0,3,0,30,0,246,254,129,18,0,0
6.637,A,0.001403,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,255,7,0,201,255,12,0,189,254,156,18,0,0
6.653,A,0.001642,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,248,255,195,255,191,255,101,255,141,17,0,0
6.669,A,0.001515,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,246,255,254,255,133,255,101,0,48,16,0,0
6.7,A,0.00198,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,255,254,255,47,0,5,0,181,1,97,15,0,0
6.715,A,0.00166,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,255,9,0,29,0,51,0,202,1,123,15,0,0
6.731,A,0.001807,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,255,20,0,50,0,229,255,67,1,165,15,0,0
6.762,A,0.001623,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,255,254,255,77,0,249,255,123,0,56,16,0,0
6.777,A,0.001846,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,255,229,255,31,0,57,0,108,0,8,16,0,0
6.793,A,0.001669,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,254,241,255,217,255,101,0,8,1,94,15,0,0
6.809,A,0.001779,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,254,17,0,182,255,111,0,89,1,239,14,0,0
6.84,A,0.00177,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,254,17,0,106,0,66,255,212,255,145,17,0,0
6.856,A,0.002088,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,255,233,255,37,0,238,255,127,255,178,17,0,0
6.872,A,0.002039,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,208,255,228,255,94,0,21,0,12,16,0,0
6.902,A,0.001755,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,255,229,255,179,255,194,255,4,1,180,15,0,0
6.918,A,0.002346,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,255,5,0,214,255,5,0,68,1,231,14,0,0
6.934,A,0.002041,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,254,7,0,219,255,236,255,248,0,99,15,0,0
6.948,A,0.002088,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,254,5,0,2,0,183,255,214,255,205,16,0,0
6.979,A,0.002204,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,250,255,241,255,249,255,124,255,144,16,0,0
6.994,A,0.001988,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,255,254,255,254,255,246,255,62,0,206,15,0,0
7.009,A,0.001793,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,254,255,253,255,254,255,252,255,20,16,0,0
7.04,A,0.001917,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,255,251,255,0,0,248,255,31,0,0,16,0,0
7.055,A,0.001277,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,255,253,255,1,0,7,0,47,0,6,16,0,0
7.071,A,0.001471,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,255,0,0,251,255,9,0,33,0,248,15,0,0
7.102,A,0.001602,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,255,252,255,248,255,252,255,35,0,249,15,0,0
7.118,A,0.001764,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,255,0,0,246,255,22,0,7,0,27,16,0,0
7.133,A,0.001301,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,255,2,0,227,255,31,0,250,255,1,16,0,0
7.148,A,0.002342,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,255,8,0,202,255,29,0,224,255,16,16,0,0
7.179,A,0.001684,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,255,5,0,184,255,223,255,24,0,242,15,0,0
7.195,A,0.00175,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,255,3,0,200,255,223,255,20,0,2,16,0,0
7.211,A,0.001825,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,255,2,0,226,255,224,255,23,0,3,16,0,0
7.242,A,0.001803,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,251,255,8,0,1,16,0,0
7.257,A,0.001579,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,254,255,253,255,17,0,10,16,0,0
7.272,A,0.001596,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,28,0,247,15,0,0
7.303,A,0.001618,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,8,0,15,0,1,16,0,0
7.303,A,0.001648,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,8,0,15,0,1,16,0,0
7.335,A,0.002266,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,17,0,6,16,0,0
7.35,A,0.002091,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,1,0,252,255,4,0,3,16,0,0
7.38,A,0.002196,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,5,0,10,0,16,16,0,0
7.396,A,0.001722,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,255,255,4,0,11,0,5,16,0,0
7.412,A,0.002124,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,3,0,251,255,246,255,9,16,0,0
7.442,A,0.001953,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,19,0,248,255,17,0,244,15,0,0
7.458,A,0.001682,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,11,0,16,0,47,0,242,15,0,0
7.473,A,0.001926,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,255,248,255,241,255,36,0,245,0,134,15,0,0
7.489,A,0.001504,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,3,0,0,0,230,255,36,255,153,16,0,0
7.521,A,0.00177,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,255,6,0,1,0,10,0,5,0,254,15,0,0
7.536,A,0.001588,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,255,6,0,1,0,11,0,7,0,250,15,0,0
7.552,A,0.001497,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,255,255,249,255,0,0,15,16,0,0
7.584,A,0.00158,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,1,0,0,0,254,255,26,0,251,15,0,0
7.584,A,0.001835,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,254,255,19,0,1,16,0,0
7.614,A,0.001493,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,0,0,1,0,20,0,246,15,0,0
