t,phase,rms,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31
26.944,C,0.003038,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,218,254,1,0,54,0,192,255,59,7,144,9,0,0
26.96,C,0.001527,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,58,0,3,0,248,255,56,0,102,254,24,18,0,0
26.992,C,0.00287,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,215,255,252,255,251,255,1,0,73,0,155,15,0,0
27.007,C,0.005366,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,237,255,254,255,251,255,15,0,226,255,135,16,0,0
27.022,C,0.004366,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,244,255,253,255,255,255,12,0,51,0,168,15,0,0
27.038,C,0.003347,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,0,0,3,0,0,0,33,0,253,255,82,16,0,0
27.07,C,0.005704,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,252,255,0,0,1,0,245,255,7,0,31,16,0,0
27.085,C,0.005759,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,254,255,2,0,2,0,223,255,232,255,4,16,0,0
27.102,C,0.008753,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,254,255,0,0,0,0,227,255,236,255,5,16,0,0
27.133,C,0.005165,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,0,0,255,255,255,255,0,0,33,0,229,15,0,0
27.133,C,0.003764,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,0,0,255,255,0,0,5,0,39,0,243,15,0,0
27.163,C,0.003142,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,254,255,1,0,0,0,8,0,40,0,240,15,0,0
27.179,C,0.005768,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,254,255,0,0,2,0,18,0,11,0,16,16,0,0
27.21,C,0.006869,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,253,255,3,0,1,0,238,255,239,255,15,16,0,0
27.225,C,0.005072,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,1,0,1,0,238,255,7,0,250,15,0,0
27.241,C,0.00914,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,2,0,1,0,244,255,15,0,249,15,0,0
27.272,C,0.013788,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,0,0,3,0,252,255,5,0,3,0,2,16,0,0
27.288,C,0.013029,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,254,255,3,0,254,255,2,0,9,0,234,15,0,0
27.303,C,0.012173,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,3,0,1,0,255,255,10,0,10,16,0,0
27.319,C,0.010301,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,253,255,1,0,255,255,1,0,251,255,237,15,0,0
27.35,C,0.008043,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,0,0,3,0,252,255,247,255,10,0,1,16,0,0
27.366,C,0.004482,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,255,255,255,255,248,255,8,0,250,15,0,0
27.381,C,0.005345,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,4,0,255,255,244,255,29,0,0,16,0,0
27.412,C,0.003619,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,0,0,2,0,1,0,4,0,12,0,255,15,0,0
27.412,C,0.005273,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,2,0,1,0,0,0,14,0,252,15,0,0
27.444,C,0.005462,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,1,0,1,0,6,0,255,255,254,15,0,0
27.46,C,0.002864,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,0,0,255,255,0,0,255,255,248,255,250,15,0,0
27.49,C,0.00237,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,254,255,1,0,254,255,245,255,0,0,3,16,0,0
27.506,C,0.003099,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,0,0,1,0,254,255,250,255,1,0,1,16,0,0
27.522,C,0.003237,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,0,0,0,0,2,0,15,0,253,15,0,0
27.552,C,0.00215,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,0,0,1,0,253,255,3,0,18,0,255,15,0,0
27.552,C,0.001629,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,1,0,253,255,5,0,12,0,253,15,0,0
27.583,C,0.00136,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,3,0,0,0,254,255,12,0,4,16,0,0
27.598,C,0.00114,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,0,0,3,0,255,255,244,255,7,0,253,15,0,0
27.63,C,0.001525,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,0,0,3,0,254,255,254,255,18,0,249,15,0,0
27.645,C,0.002237,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,3,0,0,0,7,0,3,0,250,15,0,0
27.662,C,0.002072,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,2,0,1,0,4,0,2,0,247,15,0,0
27.693,C,0.002907,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,0,0,4,0,255,255,2,0,18,0,244,15,0,0
27.693,C,0.002931,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,0,0,4,0,255,255,2,0,18,0,244,15,0,0
27.724,C,0.002014,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,3,0,0,0,4,0,13,0,252,15,0,0
27.739,C,0.00125,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,254,255,1,0,254,255,254,255,23,0,252,15,0,0
27.771,C,0.001527,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,0,0,0,0,254,255,254,255,20,0,0,16,0,0
27.787,C,0.001145,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,2,0,0,0,247,255,15,0,252,15,0,0
27.802,C,0.001893,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,254,255,1,0,254,255,251,255,7,0,1,16,0,0
27.833,C,0.002534,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,0,0,1,0,255,255,3,0,1,0,250,15,0,0
27.833,C,0.002333,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,255,255,255,255,2,0,4,0,252,15,0,0
27.865,C,0.003248,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,1,0,0,0,243,255,4,0,3,16,0,0
27.88,C,0.003359,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,0,0,254,255,250,255,5,0,10,16,0,0
27.911,C,0.003417,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,3,0,255,255,3,0,13,0,252,15,0,0
27.927,C,0.005243,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,0,0,0,0,0,0,23,0,255,15,0,0
27.942,C,0.005163,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,0,0,0,0,253,255,251,255,12,0,0,16,0,0
27.958,C,0.012081,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,0,0,2,0,254,255,253,255,12,0,4,16,0,0
27.989,C,0.010749,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,1,0,0,0,254,255,9,0,255,15,0,0
28.004,C,0.010035,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,1,0,2,0,255,255,0,0,12,0,245,15,0,0
28.02,C,0.010351,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,2,0,255,255,254,255,9,0,5,16,0,0
28.051,C,0.00594,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,4,0,254,255,253,255,14,0,3,16,0,0
28.065,C,0.005543,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,0,0,0,0,255,255,7,0,6,0,3,16,0,0
28.081,C,0.004434,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,0,0,3,0,255,255,1,0,6,0,255,15,0,0
28.112,C,0.004387,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,254,255,1,0,0,0,251,255,11,0,254,15,0,0
28.127,C,0.006659,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,0,0,1,0,253,255,247,255,8,0,254,15,0,0
28.143,C,0.005613,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,2,0,253,255,247,255,9,0,2,16,0,0
28.158,C,0.006709,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,1,0,0,0,3,0,12,0,2,16,0,0
28.189,C,0.009331,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,0,0,1,0,255,255,3,0,7,0,249,15,0,0
28.204,C,0.015299,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,3,0,253,255,248,255,9,0,0,16,0,0
28.22,C,0.008909,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,4,16,0,0
28.251,C,0.004299,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,255,255,1,0,254,255,250,255,19,0,249,15,0,0
28.267,C,0.008085,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,0,0,251,255,14,0,1,16,0,0
28.282,C,0.01243,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,250,255,18,0,5,16,0,0
28.297,C,0.007099,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,0,0,255,255,251,255,15,0,250,15,0,0
28.329,C,0.009125,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,254,255,1,0,4,0,9,0,247,15,0,0
28.344,C,0.008328,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,2,0,253,255,2,0,9,0,245,15,0,0
28.36,C,0.009202,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,253,255,254,255,9,0,253,15,0,0
28.391,C,0.006871,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,12,0,2,16,0,0
28.406,C,0.005435,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,255,255,0,0,11,0,4,16,0,0
28.421,C,0.008485,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,0,0,0,0,21,0,253,15,0,0
28.452,C,0.009763,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,0,0,240,255,10,0,3,16,0,0
28.452,C,0.008404,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,0,0,243,255,9,0,4,16,0,0
28.483,C,0.0045,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,15,0,18,0,251,15,0,0
28.498,C,0.005035,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,18,0,253,15,0,0
28.529,C,0.003817,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,255,255,252,255,7,0,0,16,0,0
28.544,C,0.002835,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,255,255,0,0,9,0,3,16,0,0
28.56,C,0.00351,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,253,255,6,0,2,16,0,0
28.591,C,0.004154,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,254,255,249,255,18,0,3,16,0,0
28.607,C,0.002887,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,0,0,9,0,16,0,255,15,0,0
28.622,C,0.003586,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,254,15,0,0
28.638,C,0.007168,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,255,255,2,0,12,0,4,16,0,0
28.669,C,0.004525,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,11,0,17,0,251,15,0,0
28.684,C,0.004928,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,254,255,255,255,4,0,251,15,0,0
28.699,C,0.003667,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,0,0,243,255,255,255,1,16,0,0
28.73,C,0.005134,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,255,255,248,255,9,0,249,15,0,0
28.746,C,0.008717,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,4,0,254,255,251,255,17,0,0,16,0,0
28.761,C,0.00784,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,250,255,15,0,5,16,0,0
28.791,C,0.006123,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,255,255,2,0,12,0,252,15,0,0
28.807,C,0.007649,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,255,255,253,255,18,0,253,15,0,0
28.823,C,0.008629,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,253,255,8,0,5,0,11,16,0,0
28.838,C,0.007429,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,0,0,8,0,12,0,246,15,0,0
28.87,C,0.009747,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,248,255,14,0,4,16,0,0
28.885,C,0.009151,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,253,255,7,0,3,16,0,0
28.901,C,0.008669,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,252,255,17,0,7,16,0,0
28.933,C,0.011187,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,0,0,1,0,17,0,3,16,0,0
28.933,C,0.008557,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,255,255,254,255,20,0,4,16,0,0
28.964,C,0.009837,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,254,255,253,255,5,0,0,16,0,0
28.979,C,0.014628,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,9,0,254,15,0,0
29.01,C,0.011885,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,254,255,250,255,24,0,252,15,0,0
29.026,C,0.010789,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,255,255,3,0,7,0,0,16,0,0
29.041,C,0.011498,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,255,255,0,0,6,0,251,15,0,0
29.072,C,0.012155,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,255,255,5,0,9,0,1,16,0,0
29.088,C,0.009907,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,0,0,251,255,17,0,255,15,0,0
29.103,C,0.010062,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,0,0,248,255,15,0,3,16,0,0
29.118,C,0.011022,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,246,255,10,0,250,15,0,0
29.149,C,0.008288,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,255,255,0,0,9,0,7,16,0,0
29.165,C,0.00714,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,254,255,15,0,251,15,0,0
29.18,C,0.006983,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,252,255,248,255,13,0,251,15,0,0
29.211,C,0.006815,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,254,255,247,255,22,0,0,16,0,0
29.227,C,0.005405,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,0,0,248,255,6,0,252,15,0,0
29.242,C,0.005857,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,255,255,254,255,14,0,1,16,0,0
29.258,C,0.006562,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,255,3,0,0,0,252,255,15,0,254,15,0,0
29.289,C,0.009112,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,0,0,253,255,10,0,4,16,0,0
29.305,C,0.0072,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,255,255,254,255,14,0,255,15,0,0
29.32,C,0.007644,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,1,0,255,255,4,0,17,0,255,15,0,0
29.351,C,0.007461,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,254,255,245,255,3,0,252,15,0,0
29.366,C,0.006578,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,0,0,0,0,250,255,4,0,250,15,0,0
29.381,C,0.004699,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,253,255,2,0,20,0,255,15,0,0
29.412,C,0.00452,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,254,255,5,0,11,0,255,15,0,0
29.412,C,0.004345,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,253,255,7,0,11,0,255,15,0,0
29.443,C,0.00327,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,255,255,245,255,18,0,253,15,0,0
29.459,C,0.002746,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,1,0,2,0,13,0,0,16,0,0
29.49,C,0.003266,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,247,255,8,0,253,15,0,0
29.506,C,0.003273,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,254,255,1,0,9,0,252,15,0,0
29.521,C,0.002725,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,0,0,249,255,16,0,252,15,0,0
29.553,C,0.002664,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,0,0,250,255,20,0,249,15,0,0
29.553,C,0.002524,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,0,0,250,255,20,0,249,15,0,0
29.583,C,0.002888,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,254,255,254,255,4,0,10,0,255,15,0,0
29.598,C,0.003225,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,253,255,13,0,252,15,0,0
29.63,C,0.003575,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,254,255,250,255,8,0,0,16,0,0
29.645,C,0.002921,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,0,0,249,255,4,0,10,16,0,0
29.661,C,0.002837,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,0,0,255,255,8,0,0,16,0,0
29.691,C,0.003127,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,254,255,2,0,11,0,250,15,0,0
29.711,C,0.00253,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,249,15,0,0
29.723,C,0.002721,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,255,255,250,255,8,0,3,16,0,0
29.739,C,0.002702,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,254,255,249,255,19,0,7,16,0,0
29.771,C,0.002173,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,255,255,253,255,18,0,1,16,0,0
29.785,C,0.002542,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,254,255,7,0,13,0,253,15,0,0
29.801,C,0.003579,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,254,255,2,0,9,0,11,16,0,0
29.833,C,0.003258,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,252,255,3,0,20,0,1,16,0,0
29.833,C,0.003047,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,252,255,3,0,20,0,1,16,0,0
29.864,C,0.002933,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,253,255,252,255,14,0,252,15,0,0
29.88,C,0.003012,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,248,255,12,0,6,16,0,0
29.91,C,0.003985,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,4,0,15,0,3,16,0,0
29.926,C,0.002984,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,254,255,0,0,6,0,6,16,0,0
29.941,C,0.002781,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,0,0,0,0,255,255,12,0,3,16,0,0
29.972,C,0.002799,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,255,255,14,0,3,16,0,0
29.987,C,0.003227,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,0,0,243,255,12,0,10,16,0,0
30.003,C,0.003087,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,254,255,4,0,12,0,8,16,0,0
30.019,C,0.002579,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,253,255,245,255,6,0,3,16,0,0
30.05,C,0.002604,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,253,255,254,255,7,0,255,15,0,0
30.066,C,0.002961,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,10,0,12,0,251,15,0,0
30.081,C,0.00256,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,0,0,255,255,255,255,11,0,2,16,0,0
30.112,C,0.002708,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,255,255,247,255,17,0,255,15,0,0
30.112,C,0.003414,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,255,255,247,255,17,0,255,15,0,0
30.144,C,0.003043,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,0,0,248,255,12,0,250,15,0,0
30.161,C,0.002539,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,250,255,6,0,248,15,0,0
30.192,C,0.002441,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,3,0,253,255,254,255,15,0,2,16,0,0
30.192,C,0.002178,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,3,0,253,255,254,255,15,0,2,16,0,0
30.223,C,0.002371,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,255,255,16,0,7,0,7,16,0,0
30.239,C,0.002615,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,0,0,10,0,4,0,254,15,0,0
30.27,C,0.002419,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,1,0,0,0,21,0,247,15,0,0
30.286,C,0.002081,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,254,255,255,255,17,0,1,16,0,0
30.302,C,0.002221,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,255,255,250,255,23,0,6,16,0,0
30.333,C,0.002697,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,255,18,0,250,15,0,0
30.333,C,0.002723,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,255,18,0,250,15,0,0
30.366,C,0.002467,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,5,0,250,15,0,0
30.381,C,0.002216,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,255,255,250,255,10,0,253,15,0,0
30.411,C,0.002187,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,253,255,5,0,17,0,0,16,0,0
30.427,C,0.002272,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,251,255,14,0,254,15,0,0
30.442,C,0.002015,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,253,255,243,255,5,0,255,15,0,0
30.458,C,0.002274,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,254,255,253,255,6,0,5,16,0,0
30.489,C,0.002191,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,3,0,4,0,253,15,0,0
30.504,C,0.00215,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,253,255,13,0,15,0,247,15,0,0
30.52,C,0.001983,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,253,255,12,0,245,15,0,0
30.551,C,0.002075,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,1,0,252,255,7,0,5,16,0,0
30.567,C,0.001629,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,255,255,244,255,11,0,254,15,0,0
30.582,C,0.00201,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,243,255,17,0,251,15,0,0
30.598,C,0.001847,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,253,255,252,255,2,0,2,16,0,0
30.63,C,0.001958,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,255,255,13,0,255,15,0,0
